&
B ALA_CB 17.6678 23.0149
2.15 1.69753e-13 0 1.01101e-05
2.25 1.69741e-13 0 1.01422e-05
2.35 1.6974e-13 0 1.01782e-05
2.45 1.69778e-13 0 1.02185e-05
2.55 1.69642e-13 0 1.02643e-05
2.65 1.69782e-13 0 1.03156e-05
2.75 1.69752e-13 0 1.03726e-05
2.9 -3.07494e-12 0.000276855 1.09461e-05
3.1 -3.01532e-12 0.000276855 1.12674e-05
3.3 1.69753e-13 0 1.16681e-05
3.5 1.69715e-13 0 1.2157e-05
3.7 1.69753e-13 0 1.27594e-05
3.95 1.69642e-13 0 1.54917e-05
4.25 1.69733e-13 0 1.72912e-05
4.55 1.69738e-13 0 1.87191e-05
4.85 1.69753e-13 0 2.04176e-05
&
O.co21 TRP_DH2 0.000276855 0.0535754
1.55 1.53777e-07 0 1.54775e-05
1.65 1.53777e-07 0 2.26281e-05
1.75 1.53777e-07 0 3.46037e-05
1.85 1.53777e-07 0 5.55591e-05
1.95 1.53777e-07 0 8.24737e-05
2.05 1.53777e-07 0 0.000113122
2.15 1.53777e-07 0 0.000148714
2.25 1.53777e-07 0 0.000189191
2.35 1.53777e-07 0 0.000234492
2.45 1.53777e-07 0 0.00028524
2.55 1.53777e-07 0 0.000342965
2.65 1.53777e-07 0 0.000407617
2.75 1.53777e-07 0 0.000479335
2.9 1.53777e-07 0 0.00120191
3.1 1.53777e-07 0 0.00160655
3.3 1.53777e-07 0 0.00211134
3.5 1.53777e-07 0 0.00272724
3.7 1.53777e-07 0 0.00348621
3.95 1.53777e-07 0 0.00692815
4.25 1.53777e-07 0 0.00919515
4.55 1.53777e-07 0 0.0109939
4.85 1.42599e-07 0.000276855 0.0131335
&
O.co21 TRP_DZ3 0.00055371 4.25286e-05
1.55 1.6973e-13 0 1.00043e-05
1.65 1.69752e-13 0 1.001e-05
1.75 1.69642e-13 0 1.00195e-05
1.85 1.69753e-13 0 1.00362e-05
1.95 1.69743e-13 0 1.00575e-05
2.05 1.69744e-13 0 1.00819e-05
2.15 1.69753e-13 0 1.01101e-05
2.25 1.69741e-13 0 1.01422e-05
2.35 1.6974e-13 0 1.01782e-05
2.45 1.69778e-13 0 1.02185e-05
2.55 1.69642e-13 0 1.02643e-05
2.65 1.69782e-13 0 1.03156e-05
2.75 -3.18717e-12 0.000276855 1.03726e-05
2.9 1.69753e-13 0 1.09461e-05
3.1 1.69753e-13 0 1.12674e-05
3.3 1.69753e-13 0 1.16681e-05
3.5 1.69715e-13 0 1.2157e-05
3.7 1.69753e-13 0 1.27594e-05
3.95 1.69642e-13 0 1.54917e-05
4.25 1.69733e-13 0 1.72912e-05
4.55 -2.06346e-12 0.000276855 1.87191e-05
4.85 1.69753e-13 0 2.04176e-05
&
O.co21 TRP_NE1 422.678 506.103
1.55 11.7724 0 0.0517536
1.65 11.7724 0 0.119302
1.75 11.7724 0 0.23243
1.85 11.7724 0 0.430386
1.95 11.7724 0 0.684636
2.05 11.7724 0 0.974157
2.15 0.219278 0.0263158 1.31038
2.25 3.08181 0.000631712 1.69275
2.35 2.02662 0.00340572 2.12069
2.45 0.425994 0.595988 2.60008
2.55 0 3.06625 3.14538
2.65 0 3.04045 3.75612
2.75 -0.381851 6.49522 4.4336
2.9 -0.807553 38.5554 11.2594
3.1 -0.507253 29.4643 15.0819
3.3 0 11.7033 19.8504
3.5 0 18.6659 25.6685
3.7 0 20.3842 32.8382
3.95 0 38.0621 65.3526
4.25 0 60.8082 86.7679
4.55 0 92.5007 103.76
4.85 0 99.3061 123.972
&
O.co21 TYR_CB 433.583 839.377
1.55 13.2901 0 0.0858274
1.65 13.2901 0 0.197858
1.75 13.2901 0 0.385481
1.85 13.2901 0 0.713794
1.95 13.2901 0 1.13547
2.05 13.2901 0 1.61564
2.15 13.2901 0 2.17327
2.25 13.2901 0 2.80743
2.35 13.2901 0 3.51718
2.45 3.01596 0.00116414 4.31225
2.55 13.2901 0 5.21664
2.65 0.842869 0.00306748 6.22956
2.75 1.45996 0.192273 7.35317
2.9 0.141695 1.33005 18.6739
3.1 0 5.57155 25.0135
3.3 0 19.6405 32.9221
3.5 0 42.2437 42.5715
3.7 0 40.7149 54.4625
3.95 0 75.058 108.388
4.25 0 86.9821 143.906
4.55 0.0367558 77.1663 172.088
4.85 0.0643869 84.6792 205.609
&
O.co21 TYR_CD 1537.22 2179.62
1.55 16.1528 0 0.222853
1.65 16.1528 0 0.513763
1.75 16.1528 0 1.00097
1.85 16.1528 0 1.8535
1.95 16.1528 0 2.94847
2.05 16.1528 0 4.19534
2.15 16.1528 0 5.64334
2.25 16.1528 0 7.29006
2.35 16.1528 0 9.13306
2.45 0.338728 0.0769231 11.1976
2.55 0 0.317118 13.5461
2.65 2.05586 0.0502951 16.1763
2.75 0.792808 1.08773 19.094
2.9 0.840489 0.321635 48.4907
3.1 0.340066 6.32803 64.9527
3.3 0 29.7431 85.489
3.5 0 62.2132 110.546
3.7 0 85.2053 141.423
3.95 0.0491467 142.776 281.452
4.25 0.112322 229.33 373.681
4.55 0 456.241 446.861
4.85 0.0196345 523.526 533.906
&
O.co21 TYR_CE 2780.54 2694.34
1.55 16.8833 0 0.275478
1.65 16.8833 0 0.635087
1.75 16.8833 0 1.23735
1.85 16.8833 0 2.29121
1.95 16.8833 0 3.64476
2.05 16.8833 0 5.18608
2.15 16.8833 0 6.97603
2.25 16.8833 0 9.01164
2.35 3.59974 0.00055371 11.2899
2.45 2.27718 0.134268 13.842
2.55 0 0.159525 16.745
2.65 2.86729 0.0128637 19.9964
2.75 1.47604 1.00532 23.6032
2.9 0.722119 13.0069 59.9419
3.1 0 94.2381 80.2915
3.3 -0.310024 259.473 105.678
3.5 -0.102156 268.215 136.652
3.7 -0.0343946 241.125 174.821
3.95 0 295.539 347.918
4.25 0.135288 276.429 461.927
4.55 0.0612706 519.56 552.389
4.85 0 811.639 659.99
&
O.co21 TYR_CG 422.743 991.737
1.55 13.7905 0 0.101404
1.65 13.7905 0 0.23377
1.75 13.7905 0 0.45545
1.85 13.7905 0 0.843357
1.95 13.7905 0 1.34157
2.05 13.7905 0 1.90891
2.15 13.7905 0 2.56775
2.25 13.7905 0 3.31702
2.35 13.7905 0 4.15559
2.45 1.6468 0.00833333 5.09499
2.55 0 0.154352 6.16353
2.65 0.69463 0.0769231 7.36031
2.75 13.7905 0 8.68788
2.9 0.232875 0.181914 22.0635
3.1 0.55507 1.59922 29.5538
3.3 0.286043 4.61019 38.8979
3.5 0.159557 14.89 50.2989
3.7 0.116789 33.2527 64.3483
3.95 0.17579 63.9507 128.062
4.25 0 99.8569 170.027
4.55 0.0643643 98.2065 203.324
4.85 0.107398 105.955 242.93
&
O.co21 TYR_CZ 1733.27 1506.88
1.55 15.4654 0 0.154072
1.65 15.4654 0 0.355193
1.75 15.4654 0 0.692021
1.85 15.4654 0 1.28142
1.95 15.4654 0 2.03843
2.05 15.4654 0 2.90045
2.15 15.4654 0 3.90153
2.25 15.4654 0 5.03999
2.35 15.4654 0 6.31415
2.45 4.02529 0.000432713 7.7415
2.55 0.25199 0.278682 9.36508
2.65 0.349302 0.182837 11.1835
2.75 2.10499 0.0389676 13.2007
2.9 0.768876 4.34719 33.524
3.1 0.131916 39.3555 44.9051
3.3 -0.0324572 219.321 59.1028
3.5 -0.156888 297.475 76.4258
3.7 -0.0079871 166.42 97.773
3.95 0.0830572 179.074 194.582
4.25 0.151204 195.161 258.344
4.55 0 319.243 308.938
4.85 0.0834045 312.368 369.116
&
O.co21 TYR_DD1 0.000276855 0.0171107
1.55 5.00954e-09 0 1.17494e-05
1.65 5.00954e-09 0 1.40331e-05
1.75 5.00954e-09 0 1.78578e-05
1.85 5.00954e-09 0 2.45505e-05
1.95 5.00954e-09 0 3.31463e-05
2.05 5.00954e-09 0 4.29347e-05
2.15 5.00954e-09 0 5.43019e-05
2.25 5.00954e-09 0 6.72292e-05
2.35 5.00954e-09 0 8.16973e-05
2.45 5.00954e-09 0 9.7905e-05
2.55 5.00954e-09 0 0.000116341
2.65 5.00954e-09 0 0.000136989
2.75 5.00954e-09 0 0.000159894
2.9 5.00954e-09 0 0.000390667
3.1 5.00954e-09 0 0.000519899
3.3 5.00954e-09 0 0.000681115
3.5 5.00954e-09 0 0.000877819
3.7 5.00954e-09 0 0.00112022
3.95 5.00954e-09 0 0.00221949
4.25 5.00954e-09 0 0.00294351
4.55 4.61535e-09 0.000276855 0.003518
4.85 5.00954e-09 0 0.00420133
&
O.co21 TYR_DH 0.00150263 0.0392032
1.55 6.02504e-08 0 1.40081e-05
1.65 6.02504e-08 0 1.92405e-05
1.75 6.02504e-08 0 2.80035e-05
1.85 6.02504e-08 0 4.33374e-05
1.95 -1.75737e-07 0.000375657 6.30318e-05
2.05 6.02504e-08 0 8.54583e-05
2.15 6.02504e-08 0 0.000111502
2.25 6.02504e-08 0 0.000141121
2.35 6.02504e-08 0 0.00017427
2.45 6.02504e-08 0 0.000211404
2.55 6.02504e-08 0 0.000253643
2.65 6.02504e-08 0 0.000300952
2.75 6.02504e-08 0 0.00035343
2.9 6.02504e-08 0 0.000882166
3.1 6.02504e-08 0 0.00117826
3.3 6.02504e-08 0 0.00154763
3.5 6.02504e-08 0 0.00199831
3.7 5.13878e-08 0.000375657 0.00255368
3.95 6.02504e-08 0 0.00507227
4.25 5.68885e-08 0.000375657 0.00673113
4.55 6.02504e-08 0 0.00804737
4.85 5.78965e-08 0.000375657 0.00961299
&
O.co21 TYR_OH 2490.53 1544.86
1.55 16.5528 0 0.157956
1.65 16.5528 0 0.364146
1.75 16.5528 0 0.709464
1.85 16.5528 0 1.31372
1.95 0.480083 1.2564 2.08981
2.05 0.886152 0.460151 2.97356
2.15 0.284099 2.88431 3.99987
2.25 -0.364862 11.5503 5.16703
2.35 -0.543322 28.0453 6.4733
2.45 -0.848805 68.243 7.93663
2.55 -1.07872 158.649 9.60114
2.65 -1.14762 197.327 11.4654
2.75 -0.913216 122.621 13.5334
2.9 -0.451873 99.6886 34.369
3.1 -0.248307 109.896 46.0369
3.3 -0.316742 121.174 60.5926
3.5 -0.274232 160.682 78.3522
3.7 0 130.677 100.237
3.95 -0.0207847 253.943 199.487
4.25 0.0434919 244.093 264.856
4.55 -0.00116617 353.127 316.725
4.85 -0.0419765 426.216 378.42
&
O.co21 VAL_CB 510.399 1363.24
1.55 14.745 0 0.139387
1.65 14.745 0 0.321337
1.75 14.745 0 0.626058
1.85 14.745 0 1.15928
1.95 14.745 0 1.84412
2.05 14.745 0 2.62398
2.15 14.745 0 3.52963
2.25 14.745 0 4.55958
2.35 14.745 0 5.71228
2.45 14.745 0 7.00358
2.55 14.745 0 8.4724
2.65 4.63931 0.000270197 10.1175
2.75 2.44597 0.0225825 11.9424
2.9 1.30379 0.316956 30.3285
3.1 0.322436 2.98089 40.6247
3.3 0.210926 8.30189 53.4691
3.5 0.092406 26.1295 69.1409
3.7 0 35.6103 88.4532
3.95 0.178007 58.8822 176.034
4.25 0.126796 80.437 233.719
4.55 0.00639217 130.593 279.489
4.85 0 167.125 333.932
&
O.co21 VAL_CG1 540.603 1510.06
1.55 15.0518 0 0.154397
1.65 15.0518 0 0.355942
1.75 15.0518 0 0.693481
1.85 15.0518 0 1.28412
1.95 15.0518 0 2.04273
2.05 15.0518 0 2.90657
2.15 15.0518 0 3.90976
2.25 15.0518 0 5.05062
2.35 1.90371 0.0128851 6.32747
2.45 2.15317 0.0183165 7.75783
2.55 1.29285 0.0727442 9.38484
2.65 1.28076 0.558455 11.2071
2.75 2.2217 0.00808416 13.2285
2.9 1.56762 0.693546 33.5948
3.1 0.597976 3.07011 44.9998
3.3 0.0599482 17.5344 59.2275
3.5 0.191291 27.8196 76.587
3.7 0.0616473 35.4445 97.9792
3.95 0.0273334 76.0757 194.992
4.25 0.179593 99.4393 258.889
4.55 0.214844 109.416 309.589
4.85 0.118649 170.439 369.895
&
O.co21 VAL_CG2 648.867 1502.12
1.55 15.036 0 0.153586
1.65 15.036 0 0.354071
1.75 15.036 0 0.689835
1.85 15.036 0 1.27737
1.95 1.99216 0.000662691 2.03199
2.05 15.036 0 2.89129
2.15 15.036 0 3.8892
2.25 15.036 0 5.02407
2.35 2.09501 0.00142682 6.2942
2.45 15.036 0 7.71704
2.55 2.27381 0.00318901 9.33549
2.65 2.1843 0.0709661 11.1482
2.75 2.6353 0.0236367 13.159
2.9 0.660971 2.86456 33.4181
3.1 0.0764801 8.05092 44.7632
3.3 0.215523 28.4746 58.9161
3.5 0 47.3353 76.1844
3.7 0 72.0408 97.4641
3.95 0 118.454 193.967
4.25 0.140498 98.6094 257.528
4.55 0.183113 115.026 307.962
4.85 0.0839511 157.912 367.95
&
O.co21 VAL_DG11 0.000276855 0.0853895
1.55 6.22599e-07 0 1.87302e-05
1.65 6.22599e-07 0 3.0127e-05
1.75 6.22599e-07 0 4.92138e-05
1.85 6.22599e-07 0 8.26129e-05
1.95 6.22599e-07 0 0.00012551
2.05 6.22599e-07 0 0.000174358
2.15 6.22599e-07 0 0.000231085
2.25 6.22599e-07 0 0.000295598
2.35 6.22599e-07 0 0.0003678
2.45 6.22599e-07 0 0.000448683
2.55 6.22599e-07 0 0.000540685
2.65 6.22599e-07 0 0.000643729
2.75 6.22599e-07 0 0.000758034
2.9 6.22599e-07 0 0.00190969
3.1 6.22599e-07 0 0.00255461
3.3 6.22599e-07 0 0.00335915
3.5 6.22599e-07 0 0.00434078
3.7 6.22599e-07 0 0.00555045
3.95 6.22599e-07 0 0.0110363
4.25 5.98343e-07 0.000276855 0.0146495
4.55 6.22599e-07 0 0.0175164
4.85 6.22599e-07 0 0.0209265
&
P.23 ALA_CB 1.02237 16.452
1.55 1.69616 0 1.08143e-05
1.65 1.69616 0 3.83795e-05
1.75 1.69616 0 8.7689e-05
1.85 1.69616 0 0.000346823
1.95 1.69616 0 0.000883382
2.05 1.69616 0 0.00247289
2.15 1.69616 0 0.00433176
2.25 1.69616 0 0.00737623
2.35 1.69616 0 0.0106565
2.45 1.69616 0 0.0175609
2.55 1.69616 0 0.0231885
2.65 1.69616 0 0.0325782
2.75 1.69616 0 0.0439493
2.9 1.69616 0 0.134988
3.1 1.69616 0 0.230648
3.3 1.54588 0.00116414 0.375972
3.5 1.69616 0 0.594794
3.7 1.17808 0.0316965 0.879842
3.95 0.680764 0.232623 2.12188
4.25 0.776792 0.249109 3.00043
4.55 0.880849 0.233324 4.33199
4.85 1.00248 0.274457 4.6382
&
P.23 ARG_CB 3.80078 4.71238
1.55 0.0995238 0 1.02333e-05
1.65 0.0995238 0 1.81288e-05
1.75 0.0995238 0 3.22526e-05
1.85 0.0995238 0 0.000106477
1.95 0.0995238 0 0.000260165
2.05 0.0995238 0 0.000715453
2.15 0.0995238 0 0.00124789
2.25 0.0995238 0 0.00211993
2.35 0.0995238 0 0.0030595
2.45 0.0995238 0 0.00503713
2.55 0.0995238 0 0.00664906
2.65 0.0995238 0 0.00933858
2.75 0.0995238 0 0.0125956
2.9 0.0995238 0 0.038672
3.1 0.0995238 0 0.0660721
3.3 0.0995238 0 0.107698
3.5 0.0995238 0 0.170375
3.7 0.0739043 0.0625 0.252022
3.95 0.0938877 0.0227838 0.607783
4.25 -0.0224256 1.06517 0.859428
4.55 0.0666076 0.396807 1.24083
4.85 -0.0638722 2.25351 1.32854
&
P.23 ARG_CD 3.88859 6.5578
1.55 0.248432 0 1.03246e-05
1.65 0.248432 0 2.13121e-05
1.75 0.248432 0 4.0967e-05
1.85 0.248432 0 0.000144258
1.95 0.248432 0 0.000358132
2.05 0.248432 0 0.000991715
2.15 0.248432 0 0.00173266
2.25 0.248432 0 0.0029462
2.35 0.248432 0 0.00425371
2.45 0.248432 0 0.00700581
2.55 0.248432 0 0.00924899
2.65 0.248432 0 0.0129917
2.75 0.248432 0 0.0175243
2.9 0.248432 0 0.0538125
3.1 0.248432 0 0.0919427
3.3 0.248432 0 0.149869
3.5 0.248432 0 0.237092
3.7 0.236731 0.0146405 0.350713
3.95 0.0501906 0.65758 0.845794
4.25 0.103955 0.528814 1.19598
4.55 0.0601722 1.26835 1.72675
4.85 0 1.41921 1.8488
&
P.23 ARG_CG 2.44341 5.71561
1.55 0.17119 0 1.02829e-05
1.65 0.17119 0 1.98594e-05
1.75 0.17119 0 3.699e-05
1.85 0.17119 0 0.000127016
1.95 0.17119 0 0.000313423
2.05 0.17119 0 0.000865637
2.15 0.17119 0 0.00151143
2.25 0.17119 0 0.00256911
2.35 0.17119 0 0.00370871
2.45 0.17119 0 0.00610736
2.55 0.17119 0 0.00806245
2.65 0.17119 0 0.0113245
2.75 0.17119 0 0.015275
2.9 0.17119 0 0.0469028
3.1 0.17119 0 0.0801361
3.3 0.17119 0 0.130623
3.5 0.17119 0 0.206645
3.7 0.17119 0 0.305674
3.95 0.17119 0 0.737172
4.25 0.162971 0.0460862 1.04239
4.55 0.0794578 0.774369 1.50499
4.85 -0.00113092 1.62296 1.61137
&
P.23 ARG_CZ 20.3579 10.3234
1.55 2.24464 0 1.0511e-05
1.65 2.24464 0 2.78077e-05
1.75 2.24464 0 5.87487e-05
1.85 2.24464 0 0.000221351
1.95 2.24464 0 0.000558034
2.05 2.24464 0 0.00155543
2.15 2.24464 0 0.00272184
2.25 2.24464 0 0.0046322
2.35 2.24464 0 0.00669051
2.45 2.24464 0 0.0110229
2.55 2.24464 0 0.0145541
2.65 2.24464 0 0.020446
2.75 2.24464 0 0.0275813
2.9 2.24464 0 0.0847066
3.1 2.24464 0 0.144732
3.3 2.24464 0 0.235921
3.5 0.581073 0.00671141 0.373228
3.7 2.24464 0 0.552092
3.95 0.894755 0.391453 1.33145
4.25 -0.42255 7.37608 1.88273
4.55 0 4.34175 2.71826
4.85 -0.30774 8.24189 2.9104
&
P.23 ARG_NE 10.87 8.8638
1.55 0.826077 0 1.04387e-05
1.65 0.826077 0 2.529e-05
1.75 0.826077 0 5.18563e-05
1.85 0.826077 0 0.000191469
1.95 0.826077 0 0.00048055
2.05 0.826077 0 0.00133693
2.15 0.826077 0 0.00233842
2.25 0.826077 0 0.00397869
2.35 0.826077 0 0.00574598
2.45 0.826077 0 0.00946583
2.55 0.826077 0 0.0124978
2.65 0.826077 0 0.0175567
2.75 0.826077 0 0.0236831
2.9 0.826077 0 0.0727317
3.1 0.826077 0 0.12427
3.3 0.826077 0 0.202566
3.5 0.795523 0.00671141 0.32046
3.7 0.591026 0.0490967 0.474035
3.95 0.154934 0.851369 1.14321
4.25 0 2.21899 1.61654
4.55 0 2.52508 2.33394
4.85 -0.244483 5.21873 2.49891
&
P.23 ARG_NH 44.0543 20.096
1.55 4.4601 0 1.09947e-05
1.65 4.4601 0 4.46654e-05
1.75 4.4601 0 0.000104897
1.85 4.4601 0 0.000421428
1.95 4.4601 0 0.00107683
2.05 4.4601 0 0.00301841
2.15 4.4601 0 0.00528901
2.25 4.4601 0 0.00900782
2.35 4.4601 0 0.0130146
2.45 4.4601 0 0.0214483
2.55 4.4601 0 0.0283224
2.65 -1.13674 0.125 0.0397919
2.75 0 0.00671141 0.0536816
2.9 1.69232 0.00771242 0.164885
3.1 -0.176517 0.54027 0.281733
3.3 -0.553535 1.67054 0.459246
3.5 -0.368497 2.74057 0.726536
3.7 -0.454726 4.19064 1.07472
3.95 -0.703495 13.1056 2.59187
4.25 -0.381125 8.27979 3.66501
4.55 -0.328796 7.53309 5.2915
4.85 -0.0324026 5.8543 5.66553
&
P.23 ASN_CB 10.2166 6.02579
1.55 0.725806 0 1.02983e-05
1.65 0.725806 0 2.03944e-05
1.75 0.725806 0 3.84548e-05
1.85 0.725806 0 0.000133366
1.95 0.725806 0 0.000329889
2.05 0.725806 0 0.000912072
2.15 0.725806 0 0.00159291
2.25 0.725806 0 0.00270799
2.35 0.725806 0 0.00390943
2.45 0.725806 0 0.00643826
2.55 0.725806 0 0.00849946
2.65 0.725806 0 0.0119386
2.75 0.725806 0 0.0161034
2.9 0.725806 0 0.0494477
3.1 0.725806 0 0.0844845
3.3 0.725806 0 0.137712
3.5 0.725806 0 0.217859
3.7 0.725806 0 0.322262
3.95 0 2.41434 0.777178
4.25 -0.563963 3.59253 1.09896
4.55 -0.0377258 1.74108 1.58666
4.85 -0.210159 2.46869 1.69881
&
P.23 ASN_CG 10.4736 8.53751
1.55 0.764959 0 1.04226e-05
1.65 0.764959 0 2.47271e-05
1.75 0.764959 0 5.03155e-05
1.85 0.764959 0 0.000184789
1.95 0.764959 0 0.000463228
2.05 0.764959 0 0.00128808
2.15 0.764959 0 0.00225271
2.25 0.764959 0 0.00383259
2.35 0.764959 0 0.00553483
2.45 0.764959 0 0.00911774
2.55 0.764959 0 0.0120381
2.65 0.764959 0 0.0169107
2.75 0.764959 0 0.0228116
2.9 0.764959 0 0.0700547
3.1 0.764959 0 0.119696
3.3 0.764959 0 0.19511
3.5 0.764959 0 0.308664
3.7 0.764959 0 0.456585
3.95 0.0196013 0.347621 1.10112
4.25 0 2.83802 1.55703
4.55 0 2.33019 2.24802
4.85 -0.231916 4.9578 2.40692
&
P.23 ASN_ND2 13.0239 8.52889
1.55 1.16599 0 1.04222e-05
1.65 1.16599 0 2.47122e-05
1.75 1.16599 0 5.02748e-05
1.85 1.16599 0 0.000184613
1.95 1.16599 0 0.00046277
2.05 1.16599 0 0.00128679
2.15 1.16599 0 0.00225044
2.25 1.16599 0 0.00382873
2.35 1.16599 0 0.00552925
2.45 1.16599 0 0.00910854
2.55 1.16599 0 0.012026
2.65 1.16599 0 0.0168937
2.75 1.16599 0 0.0227886
2.9 1.16599 0 0.0699839
3.1 1.16599 0 0.119575
3.3 0.973496 0.00671141 0.194913
3.5 -0.124694 1.03865 0.308352
3.7 -0.170383 2.52058 0.456124
3.95 -0.245176 2.61234 1.10001
4.25 -0.0938344 3.6697 1.55546
4.55 0.0419516 1.67625 2.24575
4.85 0.0825011 1.49967 2.40449
&
P.23 ASN_OD1 5.58054 8.30568
1.55 0.452956 0 1.04111e-05
1.65 0.452956 0 2.43272e-05
1.75 0.452956 0 4.92208e-05
1.85 0.452956 0 0.000180043
1.95 0.452956 0 0.000450921
2.05 0.452956 0 0.00125338
2.15 0.452956 0 0.00219181
2.25 0.452956 0 0.00372879
2.35 0.452956 0 0.00538481
2.45 0.452956 0 0.00887042
2.55 0.452956 0 0.0117115
2.65 0.452956 0 0.0164518
2.75 0.452956 0 0.0221925
2.9 0.452956 0 0.0681527
3.1 0 0.0909091 0.116446
3.3 0.40175 0.0134228 0.189812
3.5 0.164641 0.0836345 0.300283
3.7 0 0.355857 0.444187
3.95 0.178671 0.590045 1.07122
4.25 -0.221818 2.54748 1.51475
4.55 0.367571 0.217883 2.18698
4.85 0.108376 1.68131 2.34157
&
P.23 ASP_CB 4.90863 12.2237
1.55 1.03901 0 1.0605e-05
1.65 1.03901 0 3.10857e-05
1.75 1.03901 0 6.77222e-05
1.85 1.03901 0 0.000260256
1.95 1.03901 0 0.000658915
2.05 1.03901 0 0.00183991
2.15 1.03901 0 0.00322103
2.25 1.03901 0 0.00548304
2.35 1.03901 0 0.00792024
2.45 1.03901 0 0.0130501
2.55 1.03901 0 0.0172314
2.65 1.03901 0 0.0242079
2.75 1.03901 0 0.0326565
2.9 1.03901 0 0.100297
3.1 1.03901 0 0.171372
3.3 1.03901 0 0.279346
3.5 1.03901 0 0.441929
3.7 1.03901 0 0.653717
3.95 0 1.11111 1.57654
4.25 0.413415 0.280303 2.2293
4.55 0.433791 0.45027 3.21863
4.85 0.014319 3.06694 3.44614
&
P.23 ASP_CG 6.34705 14.4981
1.55 1.39807 0 1.07176e-05
1.65 1.39807 0 3.50091e-05
1.75 1.39807 0 7.84625e-05
1.85 1.39807 0 0.000306821
1.95 1.39807 0 0.000779658
2.05 1.39807 0 0.0021804
2.15 1.39807 0 0.0038185
2.25 1.39807 0 0.00650141
2.35 1.39807 0 0.00939209
2.45 1.39807 0 0.0154765
2.55 1.39807 0 0.0204357
2.65 1.39807 0 0.0287103
2.75 1.39807 0 0.038731
2.9 1.39807 0 0.118958
3.1 1.39807 0 0.203257
3.3 1.39807 0 0.331322
3.5 0.0353165 0.5 0.524157
3.7 0.228276 0.030303 0.775352
3.95 0.324427 1.18182 1.86989
4.25 0.0292273 1.56512 2.6441
4.55 0.195358 1.54164 3.81751
4.85 0.148345 1.52816 4.08736
&
P.23 ASP_OD 21.0549 28.8943
1.55 3.22377 0 1.14302e-05
1.65 3.22377 0 5.98424e-05
1.75 3.22377 0 0.000146444
1.85 3.22377 0 0.000601556
1.95 3.22377 0 0.0015439
2.05 3.22377 0 0.00433554
2.15 3.22377 0 0.00760023
2.25 3.22377 0 0.0129472
2.35 3.22377 0 0.0187082
2.45 3.22377 0 0.0308342
2.55 3.22377 0 0.0407179
2.65 3.22377 0 0.0572089
2.75 3.22377 0 0.0771798
2.9 3.22377 0 0.237069
3.1 0 0.0606061 0.405075
3.3 -0.420945 1.03701 0.660305
3.5 -0.411162 1.69482 1.04462
3.7 0.0409733 0.632213 1.54524
3.95 0.26495 1.33233 3.72662
4.25 0 5.02867 5.26959
4.55 0 4.23308 7.60818
4.85 0 7.03619 8.14597
&
P.23 CYS_CB 1.02941 4.73035
1.55 0.100611 0 1.02341e-05
1.65 0.100611 0 1.81598e-05
1.75 0.100611 0 3.23375e-05
1.85 0.100611 0 0.000106845
1.95 0.100611 0 0.000261118
2.05 0.100611 0 0.000718142
2.15 0.100611 0 0.00125261
2.25 0.100611 0 0.00212797
2.35 0.100611 0 0.00307112
2.45 0.100611 0 0.00505629
2.55 0.100611 0 0.00667437
2.65 0.100611 0 0.00937414
2.75 0.100611 0 0.0126436
2.9 0.100611 0 0.0388194
3.1 0.100611 0 0.0663239
3.3 0.100611 0 0.108108
3.5 0.100611 0 0.171025
3.7 0.100611 0 0.252983
3.95 0.100611 0 0.6101
4.25 -0.015118 1 0.862704
4.55 0.100611 0 1.24556
4.85 0.0975864 0.0294118 1.3336
&
P.23 CYS_SG 2.10089 6.06618
1.55 0.20149 0 1.03003e-05
1.65 0.20149 0 2.04641e-05
1.75 0.20149 0 3.86455e-05
1.85 0.20149 0 0.000134193
1.95 0.20149 0 0.000332033
2.05 0.20149 0 0.000918118
2.15 0.20149 0 0.00160352
2.25 0.20149 0 0.00272608
2.35 0.20149 0 0.00393557
2.45 0.20149 0 0.00648135
2.55 0.20149 0 0.00855636
2.65 0.20149 0 0.0120185
2.75 0.20149 0 0.0162113
2.9 0.20149 0 0.049779
3.1 0.20149 0 0.0850507
3.3 0.20149 0 0.138635
3.5 0.20149 0 0.219319
3.7 0.20149 0 0.324422
3.95 0.20149 0 0.782387
4.25 0.197201 0.0126582 1.10632
4.55 0.0230139 1.08824 1.5973
4.85 0 1 1.7102
&
P.23 GLN_CB 1.84911 3.44069
1.55 0.039924 0 1.01703e-05
1.65 0.039924 0 1.59352e-05
1.75 0.039924 0 2.62475e-05
1.85 0.039924 0 8.04415e-05
1.95 0.039924 0 0.000192655
2.05 0.039924 0 0.000525078
2.15 0.039924 0 0.000913831
2.25 0.039924 0 0.00155054
2.35 0.039924 0 0.00223655
2.45 0.039924 0 0.0036805
2.55 0.039924 0 0.00485743
2.65 0.039924 0 0.00682115
2.75 0.039924 0 0.00919925
2.9 0.039924 0 0.0282386
3.1 0.039924 0 0.0482444
3.3 0.039924 0 0.0786369
3.5 0.039924 0 0.1244
3.7 0.039924 0 0.184014
3.95 -0.0525726 1.05581 0.443768
4.25 0 0.383333 0.627503
4.55 0.0070244 0.303862 0.905978
4.85 0.0279072 0.106098 0.970017
&
P.23 GLN_CD 4.90519 6.14015
1.55 0.208225 0 1.03039e-05
1.65 0.208225 0 2.05917e-05
1.75 0.208225 0 3.89948e-05
1.85 0.208225 0 0.000135708
1.95 0.208225 0 0.00033596
